id_registro,nivel_analisis,fuente_origen,pais,departamento,municipio,anio,latitud,longitud,area_perdida_bosque_ha,emisiones_co2_mg,driver_dominante,area_transformada_ha,clase_transformacion_dominante,num_focos_calor,frp_promedio,confianza_promedio_focos,porcentaje_area_forestal,area_forestal_ha,deforestacion_anual_ha_owid
59495,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2005,2.05,-72.65,1571.0,928379.0,Permanent agriculture,56139.448613036446,3. Área  agropecuaria,,,,,,
59496,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2005,2.05,-72.65,1571.0,915868.0,Permanent agriculture,56139.448613036446,3. Área  agropecuaria,,,,,,
59497,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2006,2.05,-72.65,3584.0,2086734.0,Permanent agriculture,58566.00232181358,3. Área  agropecuaria,,,,,,
59498,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2006,2.05,-72.65,3584.0,2081174.0,Permanent agriculture,58566.00232181358,3. Área  agropecuaria,,,,,,
59499,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2006,2.05,-72.65,3584.0,2040237.0,Permanent agriculture,58566.00232181358,3. Área  agropecuaria,,,,,,
59500,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2007,2.05,-72.65,2410.0,1449087.0,Permanent agriculture,60147.77588405145,3. Área  agropecuaria,,,,,,
59501,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2007,2.05,-72.65,2410.0,1447330.0,Permanent agriculture,60147.77588405145,3. Área  agropecuaria,,,,,,
59502,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2007,2.05,-72.65,2410.0,1428343.0,Permanent agriculture,60147.77588405145,3. Área  agropecuaria,,,,,,
59503,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2008,2.05,-72.65,4500.0,2667766.0,Permanent agriculture,62767.694247651445,3. Área  agropecuaria,,,,,,
59504,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2008,2.05,-72.65,4500.0,2663060.0,Permanent agriculture,62767.694247651445,3. Área  agropecuaria,,,,,,
59505,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2008,2.05,-72.65,4500.0,2625367.0,Permanent agriculture,62767.694247651445,3. Área  agropecuaria,,,,,,
59506,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2009,2.05,-72.65,3398.0,2058349.0,Permanent agriculture,62530.03171585272,3. Área  agropecuaria,,,,,,
59507,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2009,2.05,-72.65,3398.0,2054780.0,Permanent agriculture,62530.03171585272,3. Área  agropecuaria,,,,,,
59508,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2009,2.05,-72.65,3398.0,2033762.0,Permanent agriculture,62530.03171585272,3. Área  agropecuaria,,,,,,
59509,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2010,2.05,-72.65,4305.0,2644195.0,Permanent agriculture,64493.75156738104,3. Área  agropecuaria,,,,,,
59510,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2010,2.05,-72.65,4305.0,2641658.0,Permanent agriculture,64493.75156738104,3. Área  agropecuaria,,,,,,
59511,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2010,2.05,-72.65,4305.0,2625072.0,Permanent agriculture,64493.75156738104,3. Área  agropecuaria,,,,,,
59512,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2011,2.05,-72.65,4941.0,3056751.0,Permanent agriculture,67848.81688021589,3. Área  agropecuaria,,,,,,
59513,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2011,2.05,-72.65,4941.0,3054091.0,Permanent agriculture,67848.81688021589,3. Área  agropecuaria,,,,,,
59514,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2011,2.05,-72.65,4941.0,3039529.0,Permanent agriculture,67848.81688021589,3. Área  agropecuaria,,,,,,
59515,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2012,1.9733146258503402,-72.74837734693878,3644.0,2243046.0,Permanent agriculture,71190.23154217964,3. Área  agropecuaria,441.0,25.808480725623582,49.71655328798186,,,
59516,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2012,1.9733146258503402,-72.74837734693878,3644.0,2240365.0,Permanent agriculture,71190.23154217964,3. Área  agropecuaria,441.0,25.808480725623582,49.71655328798186,,,
59517,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2012,1.9733146258503402,-72.74837734693878,3644.0,2230560.0,Permanent agriculture,71190.23154217964,3. Área  agropecuaria,441.0,25.808480725623582,49.71655328798186,,,
59518,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2013,1.9444240425531913,-72.74097860520094,1525.0,897564.0,Permanent agriculture,72652.20639329065,3. Área  agropecuaria,423.0,10.475531914893617,50.29550827423168,,,
59519,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2013,1.9444240425531913,-72.74097860520094,1525.0,892726.0,Permanent agriculture,72652.20639329065,3. Área  agropecuaria,423.0,10.475531914893617,50.29550827423168,,,
59520,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2013,1.9444240425531913,-72.74097860520094,1525.0,883508.0,Permanent agriculture,72652.20639329065,3. Área  agropecuaria,423.0,10.475531914893617,50.29550827423168,,,
59521,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2014,1.9708352480000002,-72.751725216,1769.0,1046677.0,Permanent agriculture,73451.18476868099,3. Área  agropecuaria,625.0,10.957376,51.12,,,
59522,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2014,1.9708352480000002,-72.751725216,1769.0,1037925.0,Permanent agriculture,73451.18476868099,3. Área  agropecuaria,625.0,10.957376,51.12,,,
59523,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2014,1.9708352480000002,-72.751725216,1769.0,1024270.0,Permanent agriculture,73451.18476868099,3. Área  agropecuaria,625.0,10.957376,51.12,,,
59524,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2015,1.9509758158995818,-72.74140292887029,1702.0,1019133.0,Permanent agriculture,75642.19785064535,3. Área  agropecuaria,478.0,13.051799163179917,48.16945606694561,,,
59525,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2015,1.9509758158995818,-72.74140292887029,1702.0,1012907.0,Permanent agriculture,75642.19785064535,3. Área  agropecuaria,478.0,13.051799163179917,48.16945606694561,,,
59526,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2015,1.9509758158995818,-72.74140292887029,1702.0,1004032.0,Permanent agriculture,75642.19785064535,3. Área  agropecuaria,478.0,13.051799163179917,48.16945606694561,,,
59527,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2016,1.9727370588235296,-72.75001914438502,2988.0,1787853.0,Permanent agriculture,81032.98973489871,3. Área  agropecuaria,561.0,10.98964349376114,48.2174688057041,,,
59528,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2016,1.9727370588235296,-72.75001914438502,2988.0,1776394.0,Permanent agriculture,81032.98973489871,3. Área  agropecuaria,561.0,10.98964349376114,48.2174688057041,,,
59529,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2016,1.9727370588235296,-72.75001914438502,2988.0,1755296.0,Permanent agriculture,81032.98973489871,3. Área  agropecuaria,561.0,10.98964349376114,48.2174688057041,,,
59530,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2017,1.967429648318043,-72.81904334862385,10783.0,6682171.0,Permanent agriculture,88918.78495011711,3. Área  agropecuaria,654.0,21.536941896024466,49.73241590214067,,,
59531,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2017,1.967429648318043,-72.81904334862385,10783.0,6658882.0,Permanent agriculture,88918.78495011711,3. Área  agropecuaria,654.0,21.536941896024466,49.73241590214067,,,
59532,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2017,1.967429648318043,-72.81904334862385,10783.0,6614305.0,Permanent agriculture,88918.78495011711,3. Área  agropecuaria,654.0,21.536941896024466,49.73241590214067,,,
59533,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2018,1.9584385131048387,-72.81073920362903,14286.0,8885441.0,Permanent agriculture,99328.7828967496,3. Área  agropecuaria,1984.0,21.235287298387096,49.25655241935484,,,
59534,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2018,1.9584385131048387,-72.81073920362903,14286.0,8861513.0,Permanent agriculture,99328.7828967496,3. Área  agropecuaria,1984.0,21.235287298387096,49.25655241935484,,,
59535,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2018,1.9584385131048387,-72.81073920362903,14286.0,8818870.0,Permanent agriculture,99328.7828967496,3. Área  agropecuaria,1984.0,21.235287298387096,49.25655241935484,,,
59536,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2019,1.959739459798995,-72.81037907663317,7720.0,4793340.0,Permanent agriculture,103822.0694874221,3. Área  agropecuaria,1592.0,16.19586055276382,50.847989949748744,,,
59537,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2019,1.959739459798995,-72.81037907663317,7720.0,4778596.0,Permanent agriculture,103822.0694874221,3. Área  agropecuaria,1592.0,16.19586055276382,50.847989949748744,,,
59538,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2019,1.959739459798995,-72.81037907663317,7720.0,4754747.0,Permanent agriculture,103822.0694874221,3. Área  agropecuaria,1592.0,16.19586055276382,50.847989949748744,,,
59539,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2020,1.9352207563025212,-72.85881990662932,9102.0,5659321.0,Permanent agriculture,109264.54739741012,3. Área  agropecuaria,1071.0,15.766881419234362,49.323062558356675,,,
59540,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2020,1.9352207563025212,-72.85881990662932,9102.0,5646493.0,Permanent agriculture,109264.54739741012,3. Área  agropecuaria,1071.0,15.766881419234362,49.323062558356675,,,
59541,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2020,1.9352207563025212,-72.85881990662932,9102.0,5623082.0,Permanent agriculture,109264.54739741012,3. Área  agropecuaria,1071.0,15.766881419234362,49.323062558356675,,,
59542,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2021,1.9491109261430246,-72.88166196951934,7511.0,4704544.0,Permanent agriculture,116050.27869099536,3. Área  agropecuaria,853.0,21.858980070339975,49.2379835873388,,,
59543,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2021,1.9491109261430246,-72.88166196951934,7511.0,4697049.0,Permanent agriculture,116050.27869099536,3. Área  agropecuaria,853.0,21.858980070339975,49.2379835873388,,,
59544,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2021,1.9491109261430246,-72.88166196951934,7511.0,4681903.0,Permanent agriculture,116050.27869099536,3. Área  agropecuaria,853.0,21.858980070339975,49.2379835873388,,,
59545,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2022,1.959193,-73.05148689243028,9455.0,5908144.0,Permanent agriculture,125543.93668251697,3. Área  agropecuaria,2510.0,18.782191235059763,50.08964143426295,,,
59546,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2022,1.959193,-73.05148689243028,9455.0,5896303.0,Permanent agriculture,125543.93668251697,3. Área  agropecuaria,2510.0,18.782191235059763,50.08964143426295,,,
59547,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,Calamar,2022,1.959193,-73.05148689243028,9455.0,5873176.0,Permanent agriculture,125543.93668251697,3. Área  agropecuaria,2510.0,18.782191235059763,50.08964143426295,,,
59548,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2023,2.05,-72.65,5746.0,3610929.0,Permanent agriculture,128330.29241780743,3. Área  agropecuaria,,,,,,
59549,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2023,2.05,-72.65,5746.0,3604691.0,Permanent agriculture,128330.29241780743,3. Área  agropecuaria,,,,,,
59550,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2023,2.05,-72.65,5746.0,3591657.0,Permanent agriculture,128330.29241780743,3. Área  agropecuaria,,,,,,
59551,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2024,2.05,-72.65,7890.0,4910724.0,Permanent agriculture,132682.6531894303,3. Área  agropecuaria,,,,,,
59552,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2024,2.05,-72.65,7890.0,4904186.0,Permanent agriculture,132682.6531894303,3. Área  agropecuaria,,,,,,
59553,Regional,GFW+MapBiomas,Colombia,Guaviare,Calamar,2024,2.05,-72.65,7890.0,4892535.0,Permanent agriculture,132682.6531894303,3. Área  agropecuaria,,,,,,
59557,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2001,2.05,-72.65,2461.0,1338456.0,Permanent agriculture,90687.09830835045,3. Área  agropecuaria,,,,,,
59558,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2001,2.05,-72.65,2461.0,1335668.0,Permanent agriculture,90687.09830835045,3. Área  agropecuaria,,,,,,
59559,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2001,2.05,-72.65,2461.0,1312795.0,Permanent agriculture,90687.09830835045,3. Área  agropecuaria,,,,,,
59560,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2002,2.05,-72.65,1759.0,1011035.0,Permanent agriculture,93753.11982270177,3. Área  agropecuaria,,,,,,
59561,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2002,2.05,-72.65,1759.0,1010203.0,Permanent agriculture,93753.11982270177,3. Área  agropecuaria,,,,,,
59562,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2002,2.05,-72.65,1759.0,1002320.0,Permanent agriculture,93753.11982270177,3. Área  agropecuaria,,,,,,
59563,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2003,2.05,-72.65,1141.0,643005.0,Permanent agriculture,105388.36696318582,3. Área  agropecuaria,,,,,,
59564,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2003,2.05,-72.65,1141.0,641172.0,Permanent agriculture,105388.36696318582,3. Área  agropecuaria,,,,,,
59565,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2003,2.05,-72.65,1141.0,629087.0,Permanent agriculture,105388.36696318582,3. Área  agropecuaria,,,,,,
59566,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2004,2.05,-72.65,2858.0,1547440.0,Permanent agriculture,119120.791753097,3. Área  agropecuaria,,,,,,
59567,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2004,2.05,-72.65,2858.0,1540488.0,Permanent agriculture,119120.791753097,3. Área  agropecuaria,,,,,,
59568,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2004,2.05,-72.65,2858.0,1498849.0,Permanent agriculture,119120.791753097,3. Área  agropecuaria,,,,,,
59569,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2005,2.05,-72.65,1452.0,818217.0,Permanent agriculture,123603.11264099127,3. Área  agropecuaria,,,,,,
59570,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2005,2.05,-72.65,1452.0,815295.0,Permanent agriculture,123603.11264099127,3. Área  agropecuaria,,,,,,
59571,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2005,2.05,-72.65,1452.0,796722.0,Permanent agriculture,123603.11264099127,3. Área  agropecuaria,,,,,,
59572,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2006,2.05,-72.65,4117.0,2244934.0,Permanent agriculture,126820.34533381718,3. Área  agropecuaria,,,,,,
59573,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2006,2.05,-72.65,4117.0,2237143.0,Permanent agriculture,126820.34533381718,3. Área  agropecuaria,,,,,,
59574,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2006,2.05,-72.65,4117.0,2175373.0,Permanent agriculture,126820.34533381718,3. Área  agropecuaria,,,,,,
59575,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2007,2.05,-72.65,2588.0,1442222.0,Permanent agriculture,128247.54191902695,3. Área  agropecuaria,,,,,,
59576,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2007,2.05,-72.65,2588.0,1437469.0,Permanent agriculture,128247.54191902695,3. Área  agropecuaria,,,,,,
59577,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2007,2.05,-72.65,2588.0,1406954.0,Permanent agriculture,128247.54191902695,3. Área  agropecuaria,,,,,,
59578,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2008,2.05,-72.65,3512.0,1957272.0,Permanent agriculture,129729.92130768772,3. Área  agropecuaria,,,,,,
59579,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2008,2.05,-72.65,3512.0,1953467.0,Permanent agriculture,129729.92130768772,3. Área  agropecuaria,,,,,,
59580,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2008,2.05,-72.65,3512.0,1918874.0,Permanent agriculture,129729.92130768772,3. Área  agropecuaria,,,,,,
59581,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2009,2.05,-72.65,3033.0,1704630.0,Permanent agriculture,127124.47230762175,3. Área  agropecuaria,,,,,,
59582,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2009,2.05,-72.65,3033.0,1700078.0,Permanent agriculture,127124.47230762175,3. Área  agropecuaria,,,,,,
59583,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2009,2.05,-72.65,3033.0,1674116.0,Permanent agriculture,127124.47230762175,3. Área  agropecuaria,,,,,,
59584,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2010,2.05,-72.65,4521.0,2613722.0,Permanent agriculture,128364.35568443949,3. Área  agropecuaria,,,,,,
59585,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2010,2.05,-72.65,4521.0,2607888.0,Permanent agriculture,128364.35568443949,3. Área  agropecuaria,,,,,,
59586,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2010,2.05,-72.65,4521.0,2579519.0,Permanent agriculture,128364.35568443949,3. Área  agropecuaria,,,,,,
59587,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2011,2.05,-72.65,2827.0,1653235.0,Permanent agriculture,130400.64031195351,3. Área  agropecuaria,,,,,,
59588,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2011,2.05,-72.65,2827.0,1651295.0,Permanent agriculture,130400.64031195351,3. Área  agropecuaria,,,,,,
59589,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2011,2.05,-72.65,2827.0,1639788.0,Permanent agriculture,130400.64031195351,3. Área  agropecuaria,,,,,,
59590,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2012,2.1553500636942675,-72.4178750955414,2408.0,1410356.0,Permanent agriculture,132366.2486060933,3. Área  agropecuaria,314.0,15.772133757961782,49.12420382165605,,,
59591,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2012,2.1553500636942675,-72.4178750955414,2408.0,1406198.0,Permanent agriculture,132366.2486060933,3. Área  agropecuaria,314.0,15.772133757961782,49.12420382165605,,,
59592,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2012,2.1553500636942675,-72.4178750955414,2408.0,1394807.0,Permanent agriculture,132366.2486060933,3. Área  agropecuaria,314.0,15.772133757961782,49.12420382165605,,,
59593,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2013,2.1648969622331693,-72.39289502463055,2025.0,1152283.0,Permanent agriculture,134570.38838406725,3. Área  agropecuaria,609.0,12.720755336617405,49.75369458128079,,,
59594,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2013,2.1648969622331693,-72.39289502463055,2025.0,1144467.0,Permanent agriculture,134570.38838406725,3. Área  agropecuaria,609.0,12.720755336617405,49.75369458128079,,,
59595,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2013,2.1648969622331693,-72.39289502463055,2025.0,1130532.0,Permanent agriculture,134570.38838406725,3. Área  agropecuaria,609.0,12.720755336617405,49.75369458128079,,,
59596,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2014,2.1771945380875204,-72.39906217179903,3134.0,1767730.0,Permanent agriculture,136910.80093989844,3. Área  agropecuaria,617.0,12.144554294975688,51.053484602917344,,,
59597,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2014,2.1771945380875204,-72.39906217179903,3134.0,1749672.0,Permanent agriculture,136910.80093989844,3. Área  agropecuaria,617.0,12.144554294975688,51.053484602917344,,,
59598,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2014,2.1771945380875204,-72.39906217179903,3134.0,1721420.0,Permanent agriculture,136910.80093989844,3. Área  agropecuaria,617.0,12.144554294975688,51.053484602917344,,,
59599,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2015,2.156017896494157,-72.44489387312187,1969.0,1085091.0,Permanent agriculture,140177.12705479996,3. Área  agropecuaria,599.0,12.518447412353924,48.53923205342237,,,
59600,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2015,2.156017896494157,-72.44489387312187,1969.0,1066720.0,Permanent agriculture,140177.12705479996,3. Área  agropecuaria,599.0,12.518447412353924,48.53923205342237,,,
59601,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2015,2.156017896494157,-72.44489387312187,1969.0,1037668.0,Permanent agriculture,140177.12705479996,3. Área  agropecuaria,599.0,12.518447412353924,48.53923205342237,,,
59602,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2016,2.167129037037037,-72.40750505185184,4461.0,2528139.0,Permanent agriculture,146185.06002283277,3. Área  agropecuaria,675.0,13.689125925925925,48.48148148148148,,,
59603,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2016,2.167129037037037,-72.40750505185184,4461.0,2499030.0,Permanent agriculture,146185.06002283277,3. Área  agropecuaria,675.0,13.689125925925925,48.48148148148148,,,
59604,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2016,2.167129037037037,-72.40750505185184,4461.0,2442581.0,Permanent agriculture,146185.06002283277,3. Área  agropecuaria,675.0,13.689125925925925,48.48148148148148,,,
59605,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2017,2.1562372554347826,-72.3461383423913,8742.0,5032851.0,Permanent agriculture,151522.85027698168,3. Área  agropecuaria,736.0,19.34898097826087,49.66032608695652,,,
59606,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2017,2.1562372554347826,-72.3461383423913,8742.0,4966945.0,Permanent agriculture,151522.85027698168,3. Área  agropecuaria,736.0,19.34898097826087,49.66032608695652,,,
59607,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2017,2.1562372554347826,-72.3461383423913,8742.0,4835321.0,Permanent agriculture,151522.85027698168,3. Área  agropecuaria,736.0,19.34898097826087,49.66032608695652,,,
59608,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2018,2.1360179393173198,-72.38685103666245,9251.0,5407114.0,Permanent agriculture,156916.11593749258,3. Área  agropecuaria,1582.0,16.159943109987356,49.28887484197219,,,
59609,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2018,2.1360179393173198,-72.38685103666245,9251.0,5357170.0,Permanent agriculture,156916.11593749258,3. Área  agropecuaria,1582.0,16.159943109987356,49.28887484197219,,,
59610,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2018,2.1360179393173198,-72.38685103666245,9251.0,5250860.0,Permanent agriculture,156916.11593749258,3. Área  agropecuaria,1582.0,16.159943109987356,49.28887484197219,,,
59611,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2019,2.120548299319728,-72.37615306122449,7023.0,4111252.0,Permanent agriculture,162277.42942595808,3. Área  agropecuaria,1176.0,15.416836734693879,50.765306122448976,,,
59612,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2019,2.120548299319728,-72.37615306122449,7023.0,4069997.0,Permanent agriculture,162277.42942595808,3. Área  agropecuaria,1176.0,15.416836734693879,50.765306122448976,,,
59613,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2019,2.120548299319728,-72.37615306122449,7023.0,3994830.0,Permanent agriculture,162277.42942595808,3. Área  agropecuaria,1176.0,15.416836734693879,50.765306122448976,,,
59614,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2020,2.1158742039800997,-72.33919841625207,8112.0,4851461.0,Permanent agriculture,168379.9220103398,3. Área  agropecuaria,1206.0,16.13556384742952,49.31592039800995,,,
59615,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2020,2.1158742039800997,-72.33919841625207,8112.0,4817165.0,Permanent agriculture,168379.9220103398,3. Área  agropecuaria,1206.0,16.13556384742952,49.31592039800995,,,
59616,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2020,2.1158742039800997,-72.33919841625207,8112.0,4756417.0,Permanent agriculture,168379.9220103398,3. Área  agropecuaria,1206.0,16.13556384742952,49.31592039800995,,,
59617,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2021,2.115993174904943,-72.34319521863118,6982.0,4241090.0,Permanent agriculture,176784.5842933275,3. Área  agropecuaria,1052.0,18.66527566539924,49.07319391634981,,,
59618,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2021,2.115993174904943,-72.34319521863118,6982.0,4216880.0,Permanent agriculture,176784.5842933275,3. Área  agropecuaria,1052.0,18.66527566539924,49.07319391634981,,,
59619,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2021,2.115993174904943,-72.34319521863118,6982.0,4174646.0,Permanent agriculture,176784.5842933275,3. Área  agropecuaria,1052.0,18.66527566539924,49.07319391634981,,,
59620,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2022,2.083450217777778,-72.36221057777779,5642.0,3457782.0,Permanent agriculture,182753.46055007234,3. Área  agropecuaria,2250.0,11.151133333333332,49.733333333333334,,,
59621,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2022,2.083450217777778,-72.36221057777779,5642.0,3437161.0,Permanent agriculture,182753.46055007234,3. Área  agropecuaria,2250.0,11.151133333333332,49.733333333333334,,,
59622,Regional,GFW+MapBiomas+FIRMS,Colombia,Guaviare,El Retorno,2022,2.083450217777778,-72.36221057777779,5642.0,3398073.0,Permanent agriculture,182753.46055007234,3. Área  agropecuaria,2250.0,11.151133333333332,49.733333333333334,,,
59623,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2023,2.05,-72.65,3653.0,2230462.0,Permanent agriculture,183569.77982388614,3. Área  agropecuaria,,,,,,
59624,Regional,GFW+MapBiomas,Colombia,Guaviare,El Retorno,2023,2.05,-72.65,3653.0,2210357.0,Permanent agriculture,183569.77982388614,3. Área  agropecuaria,,,,,,
