id_registro,nivel_analisis,fuente_origen,pais,departamento,municipio,anio,latitud,longitud,area_perdida_bosque_ha,emisiones_co2_mg,driver_dominante,area_transformada_ha,clase_transformacion_dominante,num_focos_calor,frp_promedio,confianza_promedio_focos,porcentaje_area_forestal,area_forestal_ha,deforestacion_anual_ha_owid,es_agregado_regional,area_perdida_bosque_ha_atipico,emisiones_co2_mg_atipico,area_transformada_ha_atipico,num_focos_calor_atipico
44975,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2008,5.0,-74.0,4.0,1969.0,Silvicultura,7402.967184698195,Área agropecuaria,,,,,,,False,False,False,False,False
44976,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2008,5.0,-74.0,4.0,1944.0,Silvicultura,7402.967184698195,Área agropecuaria,,,,,,,False,False,False,False,False
44977,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2008,5.0,-74.0,4.0,1734.0,Silvicultura,7402.967184698195,Área agropecuaria,,,,,,,False,False,False,False,False
44978,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2009,5.0,-74.0,25.0,11486.0,Agricultura permanente,7406.439131945501,Área agropecuaria,,,,,,,False,False,False,False,False
44979,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2009,5.0,-74.0,25.0,10795.0,Agricultura permanente,7406.439131945501,Área agropecuaria,,,,,,,False,False,False,False,False
44980,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2009,5.0,-74.0,25.0,9054.0,Agricultura permanente,7406.439131945501,Área agropecuaria,,,,,,,False,False,False,False,False
44981,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2010,5.0,-74.0,23.0,10407.0,Agricultura permanente,7435.188947533959,Área agropecuaria,,,,,,,False,False,False,False,False
44982,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2010,5.0,-74.0,23.0,9557.0,Agricultura permanente,7435.188947533959,Área agropecuaria,,,,,,,False,False,False,False,False
44983,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2010,5.0,-74.0,23.0,7353.0,Agricultura permanente,7435.188947533959,Área agropecuaria,,,,,,,False,False,False,False,False
44984,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2011,5.0,-74.0,3.0,1388.0,Agricultura permanente,7388.550234539506,Área agropecuaria,,,,,,,False,False,False,False,False
44985,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2011,5.0,-74.0,3.0,1313.0,Agricultura permanente,7388.550234539506,Área agropecuaria,,,,,,,False,False,False,False,False
44986,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2011,5.0,-74.0,3.0,1130.0,Agricultura permanente,7388.550234539506,Área agropecuaria,,,,,,,False,False,False,False,False
44987,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2012,5.0,-74.0,16.0,7700.0,Agricultura permanente,7362.827615887201,Área agropecuaria,,,,,,,False,False,False,False,False
44988,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2012,5.0,-74.0,16.0,7430.0,Agricultura permanente,7362.827615887201,Área agropecuaria,,,,,,,False,False,False,False,False
44989,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2012,5.0,-74.0,16.0,6612.0,Agricultura permanente,7362.827615887201,Área agropecuaria,,,,,,,False,False,False,False,False
44990,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2013,5.0,-74.0,7.0,3063.0,Agricultura permanente,7342.712666442653,Área agropecuaria,,,,,,,False,False,False,False,False
44991,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2013,5.0,-74.0,7.0,2599.0,Agricultura permanente,7342.712666442653,Área agropecuaria,,,,,,,False,False,False,False,False
44992,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2013,5.0,-74.0,7.0,1261.0,Agricultura permanente,7342.712666442653,Área agropecuaria,,,,,,,False,False,False,False,False
44993,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Susa,2014,5.46529,-73.780315,16.0,6967.0,Agricultura permanente,7367.723906280245,Área agropecuaria,2.0,3.27,50.0,,,,False,False,False,False,False
44994,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Susa,2014,5.46529,-73.780315,16.0,6245.0,Agricultura permanente,7367.723906280245,Área agropecuaria,2.0,3.27,50.0,,,,False,False,False,False,False
44995,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Susa,2014,5.46529,-73.780315,16.0,4038.0,Agricultura permanente,7367.723906280245,Área agropecuaria,2.0,3.27,50.0,,,,False,False,False,False,False
44996,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Susa,2015,5.44587625,-73.78514125,4.0,1810.0,Silvicultura,7393.535158916958,Área agropecuaria,8.0,7.1537500000000005,50.0,,,,False,False,False,False,False
44997,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Susa,2015,5.44587625,-73.78514125,4.0,1738.0,Silvicultura,7393.535158916958,Área agropecuaria,8.0,7.1537500000000005,50.0,,,,False,False,False,False,False
44998,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Susa,2015,5.44587625,-73.78514125,4.0,1545.0,Silvicultura,7393.535158916958,Área agropecuaria,8.0,7.1537500000000005,50.0,,,,False,False,False,False,False
44999,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2016,5.0,-74.0,9.0,3947.0,Agricultura permanente,7444.000488152843,Área agropecuaria,,,,,,,False,False,False,False,False
45000,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2016,5.0,-74.0,9.0,3763.0,Agricultura permanente,7444.000488152843,Área agropecuaria,,,,,,,False,False,False,False,False
45001,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2016,5.0,-74.0,9.0,2216.0,Agricultura permanente,7444.000488152843,Área agropecuaria,,,,,,,False,False,False,False,False
45002,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2017,5.0,-74.0,1.0,363.0,Silvicultura,7392.377918707027,Área agropecuaria,,,,,,,False,False,False,False,False
45003,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2017,5.0,-74.0,1.0,267.0,Silvicultura,7392.377918707027,Área agropecuaria,,,,,,,False,False,False,False,False
45004,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2018,5.0,-74.0,0.0,47.0,Agricultura permanente,7376.89134907201,Área agropecuaria,,,,,,,False,False,False,False,False
45005,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2019,5.0,-74.0,0.0,66.0,Agricultura permanente,7356.064750628446,Área agropecuaria,,,,,,,False,False,False,False,False
45006,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2019,5.0,-74.0,0.0,40.0,Agricultura permanente,7356.064750628446,Área agropecuaria,,,,,,,False,False,False,False,False
45007,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2019,5.0,-74.0,0.0,0.0,Agricultura permanente,7356.064750628446,Área agropecuaria,,,,,,,False,False,False,False,False
45008,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2020,5.0,-74.0,3.0,1254.0,Silvicultura,7360.959792870835,Área agropecuaria,,,,,,,False,False,False,False,False
45009,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2020,5.0,-74.0,3.0,1119.0,Silvicultura,7360.959792870835,Área agropecuaria,,,,,,,False,False,False,False,False
45010,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2020,5.0,-74.0,3.0,810.0,Silvicultura,7360.959792870835,Área agropecuaria,,,,,,,False,False,False,False,False
45011,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2021,5.0,-74.0,1.0,389.0,Silvicultura,7338.44094118016,Área agropecuaria,,,,,,,False,False,False,False,False
45012,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2021,5.0,-74.0,1.0,361.0,Silvicultura,7338.44094118016,Área agropecuaria,,,,,,,False,False,False,False,False
45013,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2021,5.0,-74.0,1.0,208.0,Silvicultura,7338.44094118016,Área agropecuaria,,,,,,,False,False,False,False,False
45014,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2022,5.0,-74.0,0.0,0.0,,7351.525483172369,Área agropecuaria,,,,,,,False,False,False,False,False
45015,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2023,5.0,-74.0,1.0,397.0,Silvicultura,7318.682852996582,Área agropecuaria,,,,,,,False,False,False,False,False
45016,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2023,5.0,-74.0,1.0,344.0,Silvicultura,7318.682852996582,Área agropecuaria,,,,,,,False,False,False,False,False
45017,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2023,5.0,-74.0,1.0,299.0,Silvicultura,7318.682852996582,Área agropecuaria,,,,,,,False,False,False,False,False
45018,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2024,5.0,-74.0,6.0,3013.0,Agricultura permanente,7314.500018700997,Área agropecuaria,,,,,,,False,False,False,False,False
45019,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2024,5.0,-74.0,6.0,2520.0,Agricultura permanente,7314.500018700997,Área agropecuaria,,,,,,,False,False,False,False,False
45020,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Susa,2024,5.0,-74.0,6.0,1767.0,Agricultura permanente,7314.500018700997,Área agropecuaria,,,,,,,False,False,False,False,False
45021,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2001,5.0,-74.0,15.0,6340.0,Agricultura permanente,3299.934820880116,Área agropecuaria,,,,,,,False,False,False,False,False
45022,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2001,5.0,-74.0,15.0,6201.0,Agricultura permanente,3299.934820880116,Área agropecuaria,,,,,,,False,False,False,False,False
45023,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2001,5.0,-74.0,15.0,5542.0,Agricultura permanente,3299.934820880116,Área agropecuaria,,,,,,,False,False,False,False,False
45024,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2002,5.0,-74.0,21.0,8487.0,Agricultura permanente,3472.3064310241352,Área agropecuaria,,,,,,,False,False,False,False,False
45025,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2002,5.0,-74.0,21.0,8415.0,Agricultura permanente,3472.3064310241352,Área agropecuaria,,,,,,,False,False,False,False,False
45026,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2002,5.0,-74.0,21.0,7683.0,Agricultura permanente,3472.3064310241352,Área agropecuaria,,,,,,,False,False,False,False,False
45027,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2003,5.0,-74.0,2.0,570.0,Silvicultura,3351.753798132321,Área agropecuaria,,,,,,,False,False,False,False,False
45028,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2003,5.0,-74.0,2.0,547.0,Silvicultura,3351.753798132321,Área agropecuaria,,,,,,,False,False,False,False,False
45029,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2003,5.0,-74.0,2.0,480.0,Silvicultura,3351.753798132321,Área agropecuaria,,,,,,,False,False,False,False,False
45030,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2004,5.0,-74.0,6.0,2657.0,Agricultura permanente,3348.6366849304163,Área agropecuaria,,,,,,,False,False,False,False,False
45031,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2004,5.0,-74.0,6.0,2610.0,Agricultura permanente,3348.6366849304163,Área agropecuaria,,,,,,,False,False,False,False,False
45032,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2004,5.0,-74.0,6.0,2338.0,Agricultura permanente,3348.6366849304163,Área agropecuaria,,,,,,,False,False,False,False,False
45033,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2005,5.0,-74.0,3.0,1019.0,Silvicultura,3418.8849906859914,Área agropecuaria,,,,,,,False,False,False,False,False
45034,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2005,5.0,-74.0,3.0,902.0,Silvicultura,3418.8849906859914,Área agropecuaria,,,,,,,False,False,False,False,False
45035,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2005,5.0,-74.0,3.0,770.0,Silvicultura,3418.8849906859914,Área agropecuaria,,,,,,,False,False,False,False,False
45036,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2006,5.0,-74.0,9.0,3384.0,Agricultura permanente,3523.8570223816228,Área agropecuaria,,,,,,,False,False,False,False,False
45037,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2006,5.0,-74.0,9.0,3217.0,Agricultura permanente,3523.8570223816228,Área agropecuaria,,,,,,,False,False,False,False,False
45038,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2006,5.0,-74.0,9.0,2639.0,Agricultura permanente,3523.8570223816228,Área agropecuaria,,,,,,,False,False,False,False,False
45039,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2007,5.0,-74.0,24.0,9867.0,Agricultura permanente,3568.1957776733643,Área agropecuaria,,,,,,,False,False,False,False,False
45040,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2007,5.0,-74.0,24.0,9587.0,Agricultura permanente,3568.1957776733643,Área agropecuaria,,,,,,,False,False,False,False,False
45041,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2007,5.0,-74.0,24.0,8968.0,Agricultura permanente,3568.1957776733643,Área agropecuaria,,,,,,,False,False,False,False,False
45042,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2008,5.0,-74.0,11.0,4626.0,Agricultura permanente,3511.302108392359,Área agropecuaria,,,,,,,False,False,False,False,False
45043,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2008,5.0,-74.0,11.0,4506.0,Agricultura permanente,3511.302108392359,Área agropecuaria,,,,,,,False,False,False,False,False
45044,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2008,5.0,-74.0,11.0,4379.0,Agricultura permanente,3511.302108392359,Área agropecuaria,,,,,,,False,False,False,False,False
45045,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2009,5.0,-74.0,49.0,20026.0,Silvicultura,3584.3119481934,Área agropecuaria,,,,,,,False,False,False,False,False
45046,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2009,5.0,-74.0,49.0,19524.0,Silvicultura,3584.3119481934,Área agropecuaria,,,,,,,False,False,False,False,False
45047,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2009,5.0,-74.0,49.0,18662.0,Silvicultura,3584.3119481934,Área agropecuaria,,,,,,,False,False,False,False,False
45048,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2010,5.0,-74.0,19.0,8120.0,Agricultura permanente,3859.4295696715863,Área agropecuaria,,,,,,,False,False,False,False,False
45049,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2010,5.0,-74.0,19.0,7643.0,Agricultura permanente,3859.4295696715863,Área agropecuaria,,,,,,,False,False,False,False,False
45050,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2010,5.0,-74.0,19.0,6907.0,Agricultura permanente,3859.4295696715863,Área agropecuaria,,,,,,,False,False,False,False,False
45051,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2011,5.0,-74.0,3.0,1252.0,Agricultura permanente,3686.436078363062,Área agropecuaria,,,,,,,False,False,False,False,False
45052,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2011,5.0,-74.0,3.0,1175.0,Agricultura permanente,3686.436078363062,Área agropecuaria,,,,,,,False,False,False,False,False
45053,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2012,5.0,-74.0,12.0,5266.0,Agricultura permanente,3591.4356741821293,Área agropecuaria,,,,,,,False,False,False,False,False
45054,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2012,5.0,-74.0,12.0,4995.0,Agricultura permanente,3591.4356741821293,Área agropecuaria,,,,,,,False,False,False,False,False
45055,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2012,5.0,-74.0,12.0,4616.0,Agricultura permanente,3591.4356741821293,Área agropecuaria,,,,,,,False,False,False,False,False
45056,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2013,5.0,-74.0,2.0,675.0,Agricultura permanente,3524.12591872558,Área agropecuaria,,,,,,,False,False,False,False,False
45057,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2013,5.0,-74.0,2.0,614.0,Agricultura permanente,3524.12591872558,Área agropecuaria,,,,,,,False,False,False,False,False
45058,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2013,5.0,-74.0,2.0,546.0,Agricultura permanente,3524.12591872558,Área agropecuaria,,,,,,,False,False,False,False,False
45059,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2014,5.260675,-73.816295,10.0,4349.0,Silvicultura,3524.125248400881,Área agropecuaria,2.0,6.875,50.0,,,,False,False,False,False,False
45060,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2014,5.260675,-73.816295,10.0,4013.0,Silvicultura,3524.125248400881,Área agropecuaria,2.0,6.875,50.0,,,,False,False,False,False,False
45061,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2014,5.260675,-73.816295,10.0,3104.0,Silvicultura,3524.125248400881,Área agropecuaria,2.0,6.875,50.0,,,,False,False,False,False,False
45062,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2015,5.247588333333334,-73.85401916666667,8.0,3190.0,Silvicultura,3538.90453843384,Área agropecuaria,12.0,30.6775,47.91666666666666,,,,False,False,False,False,False
45063,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2015,5.247588333333334,-73.85401916666667,8.0,3080.0,Silvicultura,3538.90453843384,Área agropecuaria,12.0,30.6775,47.91666666666666,,,,False,False,False,False,False
45064,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2015,5.247588333333334,-73.85401916666667,8.0,2436.0,Silvicultura,3538.90453843384,Área agropecuaria,12.0,30.6775,47.91666666666666,,,,False,False,False,False,False
45065,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2016,5.0,-74.0,11.0,4864.0,Agricultura permanente,3656.518665350344,Área agropecuaria,,,,,,,False,False,False,False,False
45066,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2016,5.0,-74.0,11.0,4765.0,Agricultura permanente,3656.518665350344,Área agropecuaria,,,,,,,False,False,False,False,False
45067,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2016,5.0,-74.0,11.0,4125.0,Agricultura permanente,3656.518665350344,Área agropecuaria,,,,,,,False,False,False,False,False
45068,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2017,5.219923,-73.85725199999999,3.0,1437.0,Agricultura permanente,3471.148791656493,Área agropecuaria,10.0,3.3370000000000006,52.5,,,,False,False,False,False,False
45069,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2017,5.219923,-73.85725199999999,3.0,1233.0,Agricultura permanente,3471.148791656493,Área agropecuaria,10.0,3.3370000000000006,52.5,,,,False,False,False,False,False
45070,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2017,5.219923,-73.85725199999999,3.0,717.0,Agricultura permanente,3471.148791656493,Área agropecuaria,10.0,3.3370000000000006,52.5,,,,False,False,False,False,False
45071,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2018,5.201495,-73.85965,0.0,0.0,,3407.93564577025,Área agropecuaria,4.0,0.66,50.0,,,,False,False,False,False,False
45072,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2019,5.201634,-73.859014,0.0,0.0,,3465.2740910583034,Área agropecuaria,5.0,0.626,50.0,,,,False,False,False,False,False
45073,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2020,5.2048000000000005,-73.857618,0.0,140.0,Agricultura permanente,3546.473057037353,Área agropecuaria,15.0,0.6893333333333334,50.0,,,,False,False,False,False,False
45074,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2020,5.2048000000000005,-73.857618,0.0,96.0,Agricultura permanente,3546.473057037353,Área agropecuaria,15.0,0.6893333333333334,50.0,,,,False,False,False,False,False
45075,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2021,5.205752307692308,-73.85267692307693,1.0,430.0,Agricultura permanente,3522.433424279808,Área agropecuaria,13.0,0.7569230769230769,50.0,,,,False,False,False,False,False
45076,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2021,5.205752307692308,-73.85267692307693,1.0,359.0,Agricultura permanente,3522.433424279808,Área agropecuaria,13.0,0.7569230769230769,50.0,,,,False,False,False,False,False
45077,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2022,5.207592222222222,-73.85125111111111,0.0,167.0,Agricultura permanente,3608.3519858276422,Área agropecuaria,9.0,0.7777777777777778,50.0,,,,False,False,False,False,False
45078,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2022,5.207592222222222,-73.85125111111111,0.0,145.0,Agricultura permanente,3608.3519858276422,Área agropecuaria,9.0,0.7777777777777778,50.0,,,,False,False,False,False,False
45079,Regional,GFW+MapBiomas+FIRMS,Colombia,Cundinamarca,Sutatausa,2022,5.207592222222222,-73.85125111111111,0.0,69.0,Agricultura permanente,3608.3519858276422,Área agropecuaria,9.0,0.7777777777777778,50.0,,,,False,False,False,False,False
45080,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2023,5.0,-74.0,3.0,1297.0,Agricultura permanente,3477.647742254623,Área agropecuaria,,,,,,,False,False,False,False,False
45081,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2023,5.0,-74.0,3.0,972.0,Agricultura permanente,3477.647742254623,Área agropecuaria,,,,,,,False,False,False,False,False
45082,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2024,5.0,-74.0,5.0,2114.0,Agricultura permanente,3517.890991247544,Área agropecuaria,,,,,,,False,False,False,False,False
45083,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2024,5.0,-74.0,5.0,1988.0,Agricultura permanente,3517.890991247544,Área agropecuaria,,,,,,,False,False,False,False,False
45084,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Sutatausa,2024,5.0,-74.0,5.0,1336.0,Agricultura permanente,3517.890991247544,Área agropecuaria,,,,,,,False,False,False,False,False
45085,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2001,5.0,-74.0,69.0,28313.0,Agricultura permanente,6064.957908855945,Área agropecuaria,,,,,,,False,False,False,False,False
45086,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2001,5.0,-74.0,69.0,26790.0,Agricultura permanente,6064.957908855945,Área agropecuaria,,,,,,,False,False,False,False,False
45087,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2001,5.0,-74.0,69.0,23839.0,Agricultura permanente,6064.957908855945,Área agropecuaria,,,,,,,False,False,False,False,False
45088,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2002,5.0,-74.0,17.0,8134.0,Agricultura permanente,6089.542855041291,Área agropecuaria,,,,,,,False,False,False,False,False
45089,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2002,5.0,-74.0,17.0,8050.0,Agricultura permanente,6089.542855041291,Área agropecuaria,,,,,,,False,False,False,False,False
45090,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2002,5.0,-74.0,17.0,7489.0,Agricultura permanente,6089.542855041291,Área agropecuaria,,,,,,,False,False,False,False,False
45091,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2003,5.0,-74.0,2.0,978.0,Agricultura permanente,6075.914061852759,Área agropecuaria,,,,,,,False,False,False,False,False
45092,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2003,5.0,-74.0,2.0,920.0,Agricultura permanente,6075.914061852759,Área agropecuaria,,,,,,,False,False,False,False,False
45093,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2003,5.0,-74.0,2.0,833.0,Agricultura permanente,6075.914061852759,Área agropecuaria,,,,,,,False,False,False,False,False
45094,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2004,5.0,-74.0,8.0,3793.0,Agricultura permanente,6108.337531152093,Área agropecuaria,,,,,,,False,False,False,False,False
45095,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2004,5.0,-74.0,8.0,3561.0,Agricultura permanente,6108.337531152093,Área agropecuaria,,,,,,,False,False,False,False,False
45096,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2004,5.0,-74.0,8.0,3000.0,Agricultura permanente,6108.337531152093,Área agropecuaria,,,,,,,False,False,False,False,False
45097,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2005,5.0,-74.0,4.0,2097.0,Agricultura permanente,6098.004960625988,Área agropecuaria,,,,,,,False,False,False,False,False
45098,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2005,5.0,-74.0,4.0,1954.0,Agricultura permanente,6098.004960625988,Área agropecuaria,,,,,,,False,False,False,False,False
45099,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2005,5.0,-74.0,4.0,1670.0,Agricultura permanente,6098.004960625988,Área agropecuaria,,,,,,,False,False,False,False,False
45100,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2006,5.0,-74.0,6.0,2730.0,Agricultura permanente,6092.482498565389,Área agropecuaria,,,,,,,False,False,False,False,False
45101,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2006,5.0,-74.0,6.0,2525.0,Agricultura permanente,6092.482498565389,Área agropecuaria,,,,,,,False,False,False,False,False
45102,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2006,5.0,-74.0,6.0,2009.0,Agricultura permanente,6092.482498565389,Área agropecuaria,,,,,,,False,False,False,False,False
45103,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2007,5.0,-74.0,24.0,9345.0,Agricultura permanente,6105.30869295016,Área agropecuaria,,,,,,,False,False,False,False,False
45104,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2007,5.0,-74.0,24.0,8217.0,Agricultura permanente,6105.30869295016,Área agropecuaria,,,,,,,False,False,False,False,False
45105,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2007,5.0,-74.0,24.0,6270.0,Agricultura permanente,6105.30869295016,Área agropecuaria,,,,,,,False,False,False,False,False
45106,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2008,5.0,-74.0,14.0,6357.0,Agricultura permanente,6123.924621252225,Área agropecuaria,,,,,,,False,False,False,False,False
45107,Regional,GFW+MapBiomas,Colombia,Cundinamarca,Tabio,2008,5.0,-74.0,14.0,6030.0,Agricultura permanente,6123.924621252225,Área agropecuaria,,,,,,,False,False,False,False,False
